,КМ,М,АМПЛИТУДА,HOPMA,КОДОТСТУП,ГОД,МЕСЯЦ,ДЕНЬ,СТЕПЕНЬ,ДЛИНА,ОТСТУПЛЕНИЕ
38330,3,390,9.0,0,2145,2020,5,27,1,3,Пр.П
46674,399,695,8.0,0,2145,2020,7,31,1,6,Пр.П
29807,612,545,1535.0,1520,2081,2020,3,27,2,3,Уш
37199,319,250,10.0,0,2161,2020,5,29,1,4,Пр.Л
69458,545,515,8.0,0,2113,2019,3,22,2,2,У
42336,588,87,9.0,0,2145,2020,6,30,1,3,Пр.П
17590,95,170,9.0,0,2113,2020,1,23,2,12,У
52439,53,678,8.0,0,2145,2020,8,30,1,4,Пр.П
22361,189,587,9.0,0,2161,2020,2,22,1,3,Пр.Л
48141,561,433,9.0,0,2145,2020,7,27,1,4,Пр.П
81334,544,408,8.0,0,2145,2019,12,17,1,3,Пр.П
34425,525,894,8.0,0,2113,2020,4,13,2,4,У
61570,645,176,10.0,0,2145,2020,9,26,1,3,Пр.П
16765,622,45,7.0,0,2113,2018,12,17,2,2,У
21846,12,371,8.0,0,2145,2020,2,22,1,4,Пр.П
81030,360,751,9.0,0,2161,2019,12,17,1,4,Пр.Л
61100,1,490,10.0,0,2145,2020,9,20,1,3,Пр.П
81547,599,417,8.0,0,2161,2019,12,17,1,3,Пр.Л
98178,296,215,8.0,0,2145,2021,2,22,1,3,Пр.П
67548,646,158,11.0,0,2129,2019,2,20,2,5,П
63348,52,86,9.0,0,2161,2020,11,18,1,4,Пр.Л
70443,449,619,7.0,0,2113,2019,4,26,2,3,У
96669,455,391,1525.0,1520,2081,2021,2,21,1,4,Уш
72765,8,891,10.0,0,2129,2019,6,4,2,16,П
92544,516,476,1526.0,1520,2081,2021,2,20,1,3,Уш
91284,610,498,13.0,0,2065,2021,1,29,2,11,Р
16579,85,308,7.0,0,2113,2018,12,16,2,2,У
4189,163,657,7.0,0,2113,2018,3,23,2,2,У
31700,83,200,8.0,0,2145,2020,4,10,1,4,Пр.П
75437,562,411,1529.0,1520,2081,2019,8,9,2,2,Уш
19263,83,201,8.0,0,2145,2020,1,19,1,4,Пр.П
63859,160,642,8.0,0,2145,2020,12,30,1,3,Пр.П
94285,228,753,1527.0,1520,2081,2021,2,19,2,2,Уш
60199,636,577,9.0,0,2161,2020,9,25,1,5,Пр.Л
99760,3,904,11.0,0,2161,2021,2,22,1,3,Пр.Л
24909,620,90,8.0,0,2145,2020,2,27,1,3,Пр.П
27300,477,499,9.0,0,2129,2020,3,25,2,14,П
72347,189,583,9.0,0,2129,2019,6,11,2,17,П
18093,352,524,8.0,0,2113,2020,1,24,2,7,У
40228,631,701,8.0,0,2161,2020,5,30,1,3,Пр.Л
23672,3,390,8.0,0,2161,2020,2,18,1,3,Пр.Л
2323,365,523,9.0,0,2129,2018,2,22,2,16,П
29845,617,522,8.0,0,2161,2020,3,27,1,4,Пр.Л
1507,400,60,8.0,0,2113,2018,2,16,2,7,У
94508,53,332,9.0,0,2145,2021,2,19,1,6,Пр.П
74056,509,625,7.0,0,2113,2019,7,23,2,2,У
92335,437,785,1526.0,1520,2081,2021,2,20,1,6,Уш
27942,620,902,9.0,0,2129,2020,3,25,2,8,П
91109,47,909,1526.0,1520,2081,2021,1,25,1,3,Уш
62490,647,481,8.0,0,2145,2020,10,14,1,5,Пр.П
9454,323,192,12.0,0,2145,2018,7,18,2,3,Пр.П
54036,481,929,8.0,0,2145,2020,8,27,1,6,Пр.П
61213,619,973,9.0,0,2145,2020,9,1,1,4,Пр.П
51611,527,653,9.0,0,2145,2020,8,31,1,3,Пр.П
26658,84,466,11.0,0,2145,2020,3,24,2,4,Пр.П
77471,53,644,11.0,0,2145,2019,9,25,2,3,Пр.П
42526,481,626,8.0,0,2161,2020,6,30,1,5,Пр.Л
96269,582,371,1527.0,1520,2081,2021,2,21,1,3,Уш
88538,285,775,1517.0,1520,2097,2021,1,31,1,13,Суж
45063,639,576,9.0,0,2161,2020,6,30,1,4,Пр.Л
22309,172,75,7.0,0,2113,2020,2,22,2,2,У
58756,635,661,11.0,0,2129,2020,9,24,2,16,П
26096,637,779,9.0,0,2145,2020,2,17,1,3,Пр.П
37989,619,75,9.0,0,2161,2020,5,25,1,4,Пр.Л
52908,589,44,1515.0,1520,2097,2020,8,31,2,1,Суж
54811,52,260,1530.0,1520,2081,2020,8,28,2,4,Уш
2211,255,957,8.0,0,2113,2018,2,22,2,3,У
7984,647,810,11.0,0,2145,2018,5,22,2,4,Пр.П
95988,544,594,7.0,0,2129,2021,2,21,1,16,П
20278,611,1025,8.0,0,2145,2020,1,17,1,3,Пр.П
16680,367,947,7.0,0,2113,2018,12,17,2,3,У
40872,631,783,8.0,0,2161,2020,5,26,1,6,Пр.Л
8991,51,949,7.0,0,2113,2018,6,30,2,3,У
15922,28,742,1515.0,1520,2097,2018,11,20,2,2,Суж
59814,126,742,10.0,0,2129,2020,9,27,2,19,П
99162,55,276,1526.0,1520,2081,2021,2,22,1,2,Уш
52156,111,941,7.0,0,2113,2020,8,30,2,6,У
68414,318,675,7.0,0,2113,2019,3,20,2,2,У
61894,11,539,11.0,0,2161,2020,9,20,1,5,Пр.Л
81525,597,370,8.0,0,2161,2019,12,17,1,3,Пр.Л
58090,619,66,8.0,0,2161,2020,9,24,1,4,Пр.Л
6652,644,703,8.0,0,2113,2018,4,26,2,4,У
79374,323,177,9.0,0,2161,2019,12,23,1,4,Пр.Л
32594,548,939,12.0,0,2129,2020,4,11,2,5,П
6936,330,116,7.0,0,2113,2018,5,20,2,2,У
100341,42,275,1527.0,1520,2081,2021,2,15,1,4,Уш
11150,545,495,11.0,0,2161,2018,8,14,2,3,Пр.Л
73871,280,968,7.0,0,2113,2019,7,22,2,4,У
79493,444,739,7.0,0,2113,2019,12,23,2,2,У
45790,628,184,8.0,0,2145,2020,6,26,1,3,Пр.П
79848,584,20,8.0,0,2145,2019,12,23,1,4,Пр.П
2299,323,958,7.0,61,2113,2018,2,22,2,2,У
72900,141,297,7.0,0,2113,2019,6,4,2,7,У
93671,156,488,1526.0,1520,2081,2021,2,19,1,5,Уш
71813,567,909,8.0,0,2113,2019,5,22,2,3,У
101383,623,56,11.0,0,2129,2021,2,21,2,16,П
90010,58,902,1525.0,1520,2081,2021,1,31,1,2,Уш
85771,18,65,9.0,0,2129,2021,1,27,1,19,П
8309,562,540,11.0,0,2129,2018,6,19,2,16,П
91471,632,845,11.0,0,2065,2021,1,29,2,20,Р
12986,585,783,8.0,0,2113,2018,9,21,2,2,У
50889,621,942,8.0,0,2145,2020,7,27,1,5,Пр.П
53081,604,216,1515.0,1520,2097,2020,8,31,2,5,Суж
39639,617,123,7.0,0,2113,2020,5,26,2,4,У
80930,298,274,9.0,0,2145,2019,12,18,1,5,Пр.П
43111,562,2,8.0,0,2161,2020,6,26,1,4,Пр.Л
37899,600,928,8.0,0,2161,2020,5,30,1,4,Пр.Л
14485,124,203,10.0,0,2129,2018,10,23,2,18,П
77019,116,30,11.0,0,2145,2019,9,18,2,3,Пр.П
52538,87,349,9.0,0,2129,2020,8,30,2,20,П
25267,3,680,9.0,0,2161,2020,2,16,1,4,Пр.Л
66012,278,815,9.0,0,2129,2019,1,25,2,16,П
5169,616,837,8.0,6,2113,2018,3,21,2,3,У
3789,545,861,10.0,0,2129,2018,3,18,2,14,П
28872,312,990,8.0,0,2161,2020,3,28,1,5,Пр.Л
78760,15,2,11.0,0,2161,2019,12,22,2,4,Пр.Л
31907,216,256,7.0,0,2113,2020,4,10,2,2,У
9731,605,681,1515.0,1520,2097,2018,7,19,2,2,Суж
53523,646,109,10.0,0,2145,2020,8,24,1,4,Пр.П
67001,604,889,11.0,0,2129,2019,2,18,2,16,П
58538,5,499,8.0,0,2161,2020,9,29,1,5,Пр.Л
32468,544,488,10.0,0,2145,2020,4,11,1,6,Пр.П
72067,636,329,16.0,0,2065,2019,5,21,2,28,Р
91476,633,170,11.0,0,2065,2021,1,29,2,20,Р
70926,82,535,7.0,0,2113,2019,5,18,2,5,У
34158,362,576,8.0,0,2145,2020,4,13,1,3,Пр.П
62584,625,795,8.0,0,2113,2020,10,15,2,7,У
6650,642,641,11.0,0,2129,2018,4,26,2,16,П
52172,117,258,8.0,0,2145,2020,8,30,1,5,Пр.П
35824,12,429,8.0,0,2145,2020,4,28,1,4,Пр.П
58203,565,643,10.0,0,2161,2020,9,30,1,3,Пр.Л
4184,162,360,12.0,0,2161,2018,3,23,2,5,Пр.Л
72993,266,919,7.0,0,2113,2019,6,4,2,2,У
62880,43,131,9.0,0,2145,2020,10,13,1,5,Пр.П
22328,181,369,8.0,0,2145,2020,2,22,1,5,Пр.П
92355,438,690,1526.0,1520,2081,2021,2,20,1,7,Уш
41134,552,735,11.0,0,2129,2020,6,30,2,18,П
81596,606,284,8.0,0,2145,2019,12,17,1,5,Пр.П
82344,638,770,8.0,0,2161,2019,12,24,1,3,Пр.Л
12266,620,164,11.0,0,2145,2018,8,3,2,3,Пр.П
84403,162,16,1528.0,1520,2081,2021,1,27,2,2,Уш
56330,637,100,9.0,0,2145,2020,8,31,1,6,Пр.П
70436,447,480,7.0,0,2113,2019,4,26,2,5,У
49236,618,753,8.0,0,2161,2020,7,15,1,4,Пр.Л
76386,64,91,11.0,0,2145,2019,9,12,2,6,Пр.П
75030,625,446,7.0,0,2113,2019,7,24,2,2,У
62169,24,203,9.0,0,2145,2020,9,20,1,4,Пр.П
63340,44,142,9.0,0,2161,2020,11,18,1,6,Пр.Л
17250,3,396,8.0,0,2161,2020,1,23,1,4,Пр.Л
22268,160,580,8.0,0,2161,2020,2,22,1,4,Пр.Л
16824,57,440,7.0,0,2113,2018,12,20,2,2,У
65153,1,669,1538.0,1520,2081,2020,12,14,2,2,Уш
40650,21,344,8.0,0,2161,2020,5,29,1,4,Пр.Л
53746,565,626,8.0,0,2145,2020,8,27,1,6,Пр.П
41945,54,127,9.0,0,2161,2020,6,29,1,6,Пр.Л
30044,642,99,9.0,0,2161,2020,3,27,1,4,Пр.Л
21456,630,642,9.0,0,2145,2020,1,17,1,3,Пр.П
24645,533,363,9.0,0,2129,2020,2,17,2,20,П
8648,351,307,7.0,0,2113,2018,6,20,2,2,У
94079,202,8,1518.0,1520,2097,2021,2,19,1,2,Суж
95570,640,147,1514.0,1520,2097,2021,2,22,1,6,Суж
96461,419,492,11.0,0,2065,2021,2,21,1,27,Р
77074,181,832,10.0,0,2129,2019,9,17,2,19,П
19211,54,107,9.0,0,2145,2020,1,19,1,4,Пр.П
89369,310,979,9.0,0,2065,2021,1,31,1,16,Р
50718,642,175,9.0,0,2161,2020,7,27,1,5,Пр.Л
69009,11,279,11.0,0,2129,2019,3,23,2,10,П
47712,24,313,8.0,0,2161,2020,7,30,1,3,Пр.Л
79873,586,51,8.0,0,2113,2019,12,23,2,2,У
21115,12,154,8.0,0,2161,2020,1,16,1,3,Пр.Л
81116,421,401,9.0,0,2145,2019,12,17,1,3,Пр.П
18552,595,272,8.0,0,2161,2020,1,24,1,4,Пр.Л
90987,109,606,7.0,0,2129,2021,1,31,1,8,П
3253,318,449,9.0,0,2129,2018,3,17,2,20,П
50591,635,399,8.0,0,2161,2020,7,1,1,4,Пр.Л
79005,109,330,8.0,0,2145,2019,12,22,1,3,Пр.П
15279,11,684,15.0,0,2129,2018,10,24,2,17,П
88343,278,16,1518.0,1520,2097,2021,1,31,1,8,Суж
71930,639,122,19.0,0,2065,2019,5,22,2,38,Р
1389,342,289,7.0,0,2113,2018,2,16,2,3,У
83715,290,958,1518.0,1520,2097,2021,1,27,1,2,Суж
20066,565,926,9.0,0,2161,2020,1,17,1,6,Пр.Л
45501,647,933,11.0,0,2161,2020,6,21,2,3,Пр.Л
75763,242,409,7.0,20,2113,2019,8,20,2,3,У
39283,561,582,8.0,0,2161,2020,5,26,1,4,Пр.Л
95579,640,380,1515.0,1520,2097,2021,2,22,1,14,Суж
49041,181,811,8.0,0,2161,2020,7,28,1,3,Пр.Л
32880,584,21,8.0,0,2161,2020,4,11,1,4,Пр.Л
65281,18,3,9.0,0,2145,2020,12,15,1,4,Пр.П
15884,4,831,11.0,0,2129,2018,11,20,2,16,П
4510,426,231,7.0,0,2113,2018,3,22,2,2,У
81495,588,235,9.0,0,2161,2019,12,17,1,3,Пр.Л
61216,620,167,10.0,0,2145,2020,9,1,1,3,Пр.П
43893,162,292,8.0,0,2145,2020,6,27,1,4,Пр.П
53818,581,626,9.0,0,2161,2020,8,27,1,4,Пр.Л
49532,649,174,11.0,0,2129,2020,7,15,2,14,П
48727,364,359,8.0,0,2145,2020,7,27,1,6,Пр.П
20266,611,803,9.0,0,2161,2020,1,17,1,3,Пр.Л
98290,303,547,1526.0,1520,2081,2021,2,22,1,7,Уш
95424,601,24,8.0,0,2129,2021,2,20,1,14,П
30578,646,202,1529.0,1520,2081,2020,3,26,2,1,Уш
69919,307,323,13.0,0,2065,2019,4,17,2,18,Р
73091,447,493,8.0,0,2113,2019,6,3,2,3,У
67436,560,602,1532.0,1520,2081,2019,2,20,2,8,Уш
67197,223,178,7.0,0,2113,2019,2,22,2,4,У
5603,515,788,7.0,0,2113,2018,4,29,2,3,У
81836,639,201,8.0,0,2145,2019,12,13,1,3,Пр.П
67866,69,455,7.0,0,2113,2019,3,20,2,2,У
82026,3,418,8.0,0,2161,2019,12,22,1,3,Пр.Л
91339,618,708,10.0,0,2065,2021,1,29,1,18,Р
20989,646,773,10.0,0,2145,2020,1,25,1,4,Пр.П
92278,431,327,1525.0,1520,2081,2021,2,20,1,8,Уш
75178,89,150,8.0,0,2113,2019,8,27,2,4,У
6009,181,880,10.0,0,2113,2018,4,18,2,11,У
30878,23,984,8.0,0,2161,2020,3,17,1,4,Пр.Л
83716,291,199,1517.0,1520,2097,2021,1,27,1,5,Суж
53519,646,77,9.0,0,2145,2020,8,24,1,4,Пр.П
39878,646,972,11.0,0,2129,2020,5,26,2,12,П
57471,297,885,8.0,0,2145,2020,9,29,1,3,Пр.П
23367,632,199,8.0,0,2161,2020,2,25,1,4,Пр.Л
61624,613,623,8.0,0,2145,2020,9,26,1,4,Пр.П
9162,18,288,9.0,0,2129,2018,7,16,2,16,П
6152,373,403,8.0,0,2113,2018,4,17,2,5,У
52023,375,927,9.0,0,2161,2020,8,31,1,4,Пр.Л
41471,319,626,8.0,0,2145,2020,6,29,1,4,Пр.П
45296,614,490,8.0,0,2161,2020,6,30,1,4,Пр.Л
21192,16,450,11.0,0,2161,2020,1,16,1,4,Пр.Л
67440,562,52,11.0,0,2065,2019,2,20,2,11,Р
18702,630,192,9.0,0,2145,2020,1,13,1,4,Пр.П
80246,645,598,9.0,0,2161,2019,12,12,1,5,Пр.Л
2449,525,748,7.0,0,2113,2018,2,22,2,4,У
7031,377,724,1515.0,1520,2097,2018,5,4,2,4,Суж
58234,570,150,10.0,0,2145,2020,9,30,1,4,Пр.П
94885,593,819,8.0,0,2129,2021,2,20,1,18,П
84999,53,369,13.0,0,2065,2021,1,27,2,20,Р
53633,1,867,10.0,0,2161,2020,8,30,1,3,Пр.Л
93452,397,311,7.0,0,2113,2021,2,20,1,39,У
58463,447,2,7.0,0,2113,2020,9,30,2,2,У
4193,172,113,8.0,0,2113,2018,3,23,2,3,У
30301,612,432,8.0,0,2145,2020,3,26,1,4,Пр.П
39717,631,566,9.0,0,2161,2020,5,26,1,5,Пр.Л
40929,637,855,9.0,0,2161,2020,5,26,1,5,Пр.Л
59944,189,363,8.0,0,2161,2020,9,27,1,3,Пр.Л
37897,600,897,8.0,0,2145,2020,5,30,1,4,Пр.П
10299,607,572,1515.0,1520,2097,2018,7,19,2,3,Суж
10597,649,941,18.0,0,2129,2018,7,21,2,18,П
21389,621,974,8.0,0,2161,2020,1,17,1,3,Пр.Л
64502,151,503,9.0,0,2161,2020,12,29,1,3,Пр.Л
10772,153,994,7.0,0,2113,2018,8,14,2,3,У
17927,278,62,8.0,0,2145,2020,1,23,1,3,Пр.П
76773,598,650,1515.0,1520,2097,2019,9,13,2,7,Суж
42170,562,95,9.0,0,2161,2020,6,30,1,3,Пр.Л
54746,187,943,10.0,0,2129,2020,8,28,2,14,П
11668,182,120,1515.0,1520,2097,2018,8,23,2,2,Суж
34906,613,397,8.0,0,2161,2020,4,12,1,6,Пр.Л
38209,646,715,10.0,0,2113,2020,5,25,2,2,У
11293,605,258,7.0,0,2113,2018,8,15,2,2,У
80852,245,606,8.0,0,2145,2019,12,18,1,3,Пр.П
14668,296,449,9.0,0,2129,2018,10,23,2,18,П
78517,622,652,7.0,6,2113,2019,10,21,2,5,У
50284,648,177,8.0,0,2145,2020,7,15,1,4,Пр.П
94622,84,442,8.0,0,2129,2021,2,19,1,20,П
28861,302,677,7.0,0,2113,2020,3,28,2,2,У
16736,595,76,1515.0,1520,2097,2018,12,17,2,1,Суж
28642,125,794,7.0,0,2113,2020,3,28,2,6,У
5219,643,625,9.0,0,2129,2018,3,21,2,6,П
7112,441,972,7.0,0,2113,2018,5,20,2,2,У
94398,240,900,1526.0,1520,2081,2021,2,19,1,6,Уш
5438,251,870,9.0,0,2129,2018,4,28,2,6,П
31402,1,714,8.0,0,2145,2020,4,10,1,3,Пр.П
72261,119,272,22.0,0,2065,2019,6,11,2,23,Р
49435,641,782,9.0,0,2145,2020,7,15,1,3,Пр.П
75641,58,462,7.0,0,2113,2019,8,20,2,6,У
64625,204,955,8.0,0,2161,2020,12,29,1,5,Пр.Л
98747,190,287,8.0,0,2129,2021,2,22,1,16,П
51336,24,22,8.0,0,2145,2020,7,26,1,4,Пр.П
70701,18,166,15.0,0,2145,2019,4,29,2,3,Пр.П
19869,496,630,8.0,0,2161,2020,1,17,1,4,Пр.Л
44341,641,860,8.0,0,2145,2020,6,22,1,4,Пр.П
84010,345,443,11.0,0,2065,2021,1,28,1,21,Р
36377,646,464,10.0,0,2145,2020,4,13,1,3,Пр.П
8786,584,95,8.0,0,2113,2018,6,20,2,2,У
4975,27,129,9.0,0,2113,2018,3,14,2,2,У
53231,13,295,9.0,0,2129,2020,8,30,2,5,П
38472,25,968,7.0,0,2129,2020,5,27,1,5,П
76778,598,865,11.0,0,2161,2019,9,13,2,3,Пр.Л
54343,364,408,8.0,0,2113,2020,8,27,2,3,У
13563,612,623,1533.0,1520,2081,2018,9,24,2,1,Уш
38322,2,530,9.0,0,2161,2020,5,27,1,6,Пр.Л
92346,438,242,7.0,0,2129,2021,2,20,1,18,П
87719,338,308,13.0,0,2065,2021,1,30,2,20,Р
4939,636,911,22.0,0,2065,2018,3,22,2,32,Р
64956,24,320,1529.0,1520,2081,2020,12,29,2,1,Уш
92986,320,42,10.0,0,2065,2021,2,19,1,19,Рст
1059,638,744,11.0,0,2161,2018,1,22,2,3,Пр.Л
25980,621,240,10.0,0,2145,2020,2,17,1,6,Пр.П
89700,187,702,1516.0,1520,2097,2021,1,31,1,4,Суж
58903,647,662,8.0,0,2161,2020,9,24,1,4,Пр.Л
84755,203,630,1518.0,1520,2097,2021,1,27,1,4,Суж
80335,1,740,15.0,0,2145,2019,12,18,1,6,Пр.П
75502,591,619,8.0,0,2113,2019,8,9,2,4,У
53089,605,880,8.0,0,2145,2020,8,31,1,4,Пр.П
10766,135,225,8.0,0,2113,2018,8,14,2,12,У
42426,600,870,8.0,0,2145,2020,6,30,1,6,Пр.П
54997,621,961,8.0,0,2161,2020,8,24,1,4,Пр.Л
2502,561,409,11.0,0,2161,2018,2,22,2,5,Пр.Л
46367,528,572,7.0,0,2113,2020,7,31,2,9,У
69691,647,631,10.0,0,2113,2019,3,22,2,4,У
38631,115,950,8.0,0,2161,2020,5,27,1,4,Пр.Л
91360,622,90,1528.0,1520,2081,2021,1,29,1,3,Уш
24788,594,615,7.0,0,2113,2020,2,17,2,2,У
88256,274,525,1517.0,1520,2097,2021,1,31,1,5,Суж
6117,356,534,8.0,0,2113,2018,4,17,2,4,У
31215,639,635,10.0,0,2145,2020,3,26,1,3,Пр.П
38949,376,3,8.0,0,2161,2020,5,26,1,3,Пр.Л
61647,617,230,8.0,0,2145,2020,9,26,1,4,Пр.П
35760,11,677,10.0,0,2161,2020,4,29,1,6,Пр.Л
23644,1,1084,14.0,0,2161,2020,2,18,1,4,Пр.Л
77883,262,818,12.0,0,2161,2019,10,23,2,3,Пр.Л
9663,562,422,1529.0,1520,2081,2018,7,19,2,1,Уш
76685,577,670,9.0,0,2129,2019,9,13,2,14,П
57787,119,239,8.0,0,2145,2020,9,29,1,6,Пр.П
87926,390,63,7.0,0,2129,2021,1,30,1,15,П
9789,649,631,1535.0,1520,2081,2018,7,19,2,1,Уш
80443,11,933,9.0,0,2145,2019,12,18,1,4,Пр.П
16370,642,438,8.0,0,2113,2018,11,20,2,5,У
85317,584,863,7.0,0,2129,2021,1,28,1,19,П
81245,513,23,7.0,-67,2113,2019,12,17,2,2,У
47173,572,615,8.0,0,2113,2020,7,1,2,5,У
74488,319,403,1529.0,1520,2081,2019,7,24,2,1,Уш
56508,647,528,8.0,0,2161,2020,8,27,1,4,Пр.Л
21156,14,114,12.0,0,2145,2020,1,16,1,3,Пр.П
48238,575,249,8.0,0,2161,2020,7,27,1,4,Пр.Л
10140,404,286,7.0,0,2113,2018,7,19,2,2,У
16188,375,377,7.0,0,2113,2018,11,18,2,3,У
32249,453,784,8.0,0,2161,2020,4,11,1,5,Пр.Л
81594,605,161,10.0,0,2161,2019,12,17,1,3,Пр.Л
15359,629,732,7.0,0,2113,2018,10,20,2,2,У
89508,319,940,12.0,0,2129,2021,1,31,2,8,П
2950,17,956,1515.0,1520,2097,2018,3,17,2,3,Суж
77310,578,527,9.0,0,2129,2019,9,17,2,19,П
52128,107,923,8.0,0,2145,2020,8,30,1,4,Пр.П
66185,511,506,7.0,0,2113,2019,1,22,2,2,У
2522,562,122,1529.0,1520,2081,2018,2,22,2,2,Уш
101023,15,630,11.0,0,2161,2021,2,15,1,3,Пр.Л
95564,51,870,7.0,0,2129,2021,2,19,1,18,П
82123,54,75,8.0,0,2161,2019,12,22,1,4,Пр.Л
81064,370,577,8.0,0,2145,2019,12,17,1,4,Пр.П
59700,400,705,9.0,0,2161,2020,9,26,1,4,Пр.Л
74118,567,809,9.0,0,2129,2019,7,24,2,14,П
34406,518,310,8.0,0,2145,2020,4,13,1,5,Пр.П
55774,44,93,8.0,0,2161,2020,8,19,1,5,Пр.Л
87256,454,432,1518.0,1520,2097,2021,1,30,1,6,Суж
87469,511,305,9.0,0,2129,2021,1,30,2,13,П
16866,117,497,19.0,0,2065,2018,12,20,2,31,Р
14236,610,315,23.0,0,2065,2018,10,20,2,36,Р
95584,640,464,1515.0,1520,2097,2021,2,22,1,7,Суж
72293,159,971,7.0,0,2113,2019,6,11,2,2,У
21084,11,818,10.0,0,2145,2020,1,16,1,3,Пр.П
80723,125,916,9.0,0,2161,2019,12,18,1,6,Пр.Л
91231,648,172,7.0,0,2129,2021,1,29,1,17,П
69031,57,316,7.0,0,2113,2019,3,23,2,2,У
54185,533,382,9.0,0,2145,2020,8,27,1,4,Пр.П
48736,365,768,9.0,0,2161,2020,7,27,1,4,Пр.Л
19425,182,356,9.0,0,2129,2020,1,19,2,9,П
43581,320,826,10.0,0,2161,2020,6,26,1,3,Пр.Л
70433,444,525,7.0,0,2113,2019,4,26,2,7,У
73184,567,934,7.0,0,2113,2019,6,3,2,2,У
30220,42,477,8.0,0,2161,2020,3,17,1,3,Пр.Л
53286,18,315,9.0,0,2161,2020,8,30,1,4,Пр.Л
50803,612,560,8.0,0,2161,2020,7,27,1,5,Пр.Л
53007,599,378,8.0,0,2161,2020,8,31,1,4,Пр.Л
32563,548,604,13.0,0,2161,2020,4,11,2,3,Пр.Л
48158,561,945,9.0,0,2145,2020,7,27,1,4,Пр.П
53023,600,583,8.0,0,2113,2020,8,31,2,2,У
51815,296,474,10.0,0,2161,2020,8,30,1,4,Пр.Л
88696,289,768,1516.0,1520,2097,2021,1,31,1,9,Суж
58593,15,51,8.0,0,2145,2020,9,29,1,4,Пр.П
81935,647,968,8.0,0,2145,2019,12,13,1,4,Пр.П
77653,618,828,11.0,0,2145,2019,9,17,2,5,Пр.П
20585,649,209,8.0,0,2161,2020,1,14,1,5,Пр.Л
66698,271,394,11.0,0,2065,2019,2,16,2,20,Р
50679,649,749,8.0,0,2161,2020,7,17,1,4,Пр.Л
8676,404,451,7.0,0,2113,2018,6,20,2,2,У
13814,4,140,1530.0,1520,2081,2018,10,17,2,3,Уш
54580,125,39,8.0,0,2145,2020,8,28,1,4,Пр.П
41948,54,263,8.0,0,2161,2020,6,29,1,3,Пр.Л
73461,8,326,8.0,0,2113,2019,7,22,2,6,У
68522,370,802,8.0,0,2113,2019,3,20,2,2,У
97172,508,220,1526.0,1520,2081,2021,2,21,1,6,Уш
24986,632,284,9.0,0,2145,2020,2,27,1,5,Пр.П
61085,649,870,11.0,0,2161,2020,9,25,1,5,Пр.Л
15879,3,858,11.0,0,2129,2018,11,20,2,5,П
67793,32,366,8.0,0,2113,2019,3,20,2,4,У
21079,11,653,8.0,0,2145,2020,1,16,1,4,Пр.П
21303,24,146,10.0,0,2161,2020,1,16,1,4,Пр.Л
75951,564,393,10.0,0,2129,2019,8,19,2,11,П
82959,637,904,9.0,0,2145,2019,12,17,1,6,Пр.П
80843,230,723,9.0,0,2161,2019,12,18,1,4,Пр.Л
36997,187,533,7.0,0,2113,2020,5,29,2,2,У
72284,141,804,7.0,0,2113,2019,6,11,2,2,У
11838,364,332,12.0,0,2065,2018,8,6,2,17,Р
94051,195,485,1518.0,1520,2097,2021,2,19,1,2,Суж
79178,179,859,8.0,0,2145,2019,12,22,1,5,Пр.П
71300,570,68,7.0,-56,2113,2019,5,20,2,3,У
75393,507,206,7.0,0,2113,2019,8,9,2,4,У
91637,18,355,1515.0,1520,2097,2021,1,25,1,3,Суж
5046,46,842,7.0,0,2113,2018,3,14,2,2,У
68107,159,970,7.0,0,2113,2019,3,20,2,2,У
68701,498,190,7.0,0,2113,2019,3,20,2,5,У
72675,602,703,1515.0,1520,2097,2019,6,13,2,5,Суж
77861,172,298,11.0,0,2145,2019,10,23,2,5,Пр.П
52764,568,534,1515.0,1520,2097,2020,8,31,2,1,Суж
94271,227,930,1516.0,1520,2097,2021,2,19,2,4,Суж
71517,115,918,7.0,0,2113,2019,5,25,2,2,У
76354,22,785,11.0,0,2129,2019,9,12,2,16,П
76662,568,804,7.0,0,2113,2019,9,13,2,3,У
5759,4,92,12.0,0,2161,2018,4,18,2,6,Пр.Л
67348,407,864,7.0,0,2113,2019,2,21,2,3,У
58470,455,433,9.0,0,2129,2020,9,30,2,14,П
43498,531,783,9.0,0,2145,2020,6,26,1,3,Пр.П
19707,419,547,8.0,0,2161,2020,1,17,1,4,Пр.Л
4656,536,262,9.0,-6,2113,2018,3,22,2,15,У
41825,163,426,1530.0,1520,2081,2020,6,29,2,4,Уш
94180,220,990,1526.0,1520,2081,2021,2,19,1,3,Уш
43079,552,855,10.0,0,2129,2020,6,26,2,19,П
43922,163,504,9.0,0,2161,2020,6,27,1,4,Пр.Л
95960,638,98,1516.0,1520,2097,2021,2,22,1,2,Суж
74140,578,739,11.0,0,2145,2019,7,24,2,5,Пр.П
22767,478,276,8.0,0,2145,2020,2,23,1,6,Пр.П
53558,646,917,8.0,0,2161,2020,8,24,1,5,Пр.Л
91726,22,562,1514.0,1520,2097,2021,1,25,1,13,Суж
9030,17,511,14.0,0,2161,2018,6,30,2,4,Пр.Л
29718,604,862,9.0,0,2129,2020,3,27,2,9,П
19864,493,578,8.0,0,2145,2020,1,17,1,4,Пр.П
91521,637,91,10.0,0,2145,2021,1,29,1,6,Пр.П
65352,4,217,13.0,0,2129,2019,1,19,2,10,П
66995,604,489,7.0,0,2113,2019,2,18,2,4,У
